"","group","pseudotime_bin_num","features","value","Geno","new_group"
"233","Kbk.3m.TCF",7,"stage1_DAM1",1.62740936504307,"Kbk","Kbk.3m
(TCF)"
"234","Kbk.3m.TCF",7,"stage2_DAM2",0.512931856564683,"Kbk","Kbk.3m
(TCF)"
"235","Kbk.3m.TCF",8,"homeostatic3",2.93025727383286,"Kbk","Kbk.3m
(TCF)"
"236","Kbk.3m.TCF",8,"stage1_DAM1",1.57123068897234,"Kbk","Kbk.3m
(TCF)"
"237","Kbk.3m.TCF",8,"stage2_DAM2",0.53298750297181,"Kbk","Kbk.3m
(TCF)"
"238","Kbk.3m.TCF",9,"homeostatic3",2.88712920207602,"Kbk","Kbk.3m
(TCF)"
"239","Kbk.3m.TCF",9,"stage1_DAM1",1.54140988512502,"Kbk","Kbk.3m
(TCF)"
"240","Kbk.3m.TCF",9,"stage2_DAM2",0.46703171506439,"Kbk","Kbk.3m
(TCF)"
"241","Kbk.3m.TCF",10,"homeostatic3",2.80400164515996,"Kbk","Kbk.3m
(TCF)"
"242","Kbk.3m.TCF",10,"stage1_DAM1",1.46235245852524,"Kbk","Kbk.3m
(TCF)"
"243","Kbk.3m.TCF",10,"stage2_DAM2",0.42426400084707,"Kbk","Kbk.3m
(TCF)"
"244","Kbk.3m.TCF",11,"homeostatic3",2.83806758626737,"Kbk","Kbk.3m
(TCF)"
"245","Kbk.3m.TCF",11,"stage1_DAM1",1.49553838766879,"Kbk","Kbk.3m
(TCF)"
"246","Kbk.3m.TCF",11,"stage2_DAM2",0.431687221491474,"Kbk","Kbk.3m
(TCF)"
"247","Kbk.3m.TCF",12,"homeostatic3",2.83514181554411,"Kbk","Kbk.3m
(TCF)"
"248","Kbk.3m.TCF",12,"stage1_DAM1",1.46054894492474,"Kbk","Kbk.3m
(TCF)"
"249","Kbk.3m.TCF",12,"stage2_DAM2",0.43708309679565,"Kbk","Kbk.3m
(TCF)"
"250","Kbk.3m.TCF",13,"homeostatic3",2.85312522869891,"Kbk","Kbk.3m
(TCF)"
"251","Kbk.3m.TCF",13,"stage1_DAM1",1.45330164958155,"Kbk","Kbk.3m
(TCF)"
"252","Kbk.3m.TCF",13,"stage2_DAM2",0.470120568972937,"Kbk","Kbk.3m
(TCF)"
"253","Kbk.3m.TCF",14,"homeostatic3",2.85793813188029,"Kbk","Kbk.3m
(TCF)"
"254","Kbk.3m.TCF",14,"stage1_DAM1",1.50647479922129,"Kbk","Kbk.3m
(TCF)"
"255","Kbk.3m.TCF",14,"stage2_DAM2",0.465626633056739,"Kbk","Kbk.3m
(TCF)"
"256","Kbk.3m.TCF",15,"homeostatic3",2.88046326533982,"Kbk","Kbk.3m
(TCF)"
"257","Kbk.3m.TCF",15,"stage1_DAM1",1.47999579659811,"Kbk","Kbk.3m
(TCF)"
"258","Kbk.3m.TCF",15,"stage2_DAM2",0.494097092987678,"Kbk","Kbk.3m
(TCF)"
"259","Kbk.3m.TCF",16,"homeostatic3",2.85888894214665,"Kbk","Kbk.3m
(TCF)"
"260","Kbk.3m.TCF",16,"stage1_DAM1",1.59293713612338,"Kbk","Kbk.3m
(TCF)"
"261","Kbk.3m.TCF",16,"stage2_DAM2",0.517376870599356,"Kbk","Kbk.3m
(TCF)"
"262","Kbk.3m.TCF",17,"homeostatic3",2.85243556792126,"Kbk","Kbk.3m
(TCF)"
"263","Kbk.3m.TCF",17,"stage1_DAM1",1.4393547897573,"Kbk","Kbk.3m
(TCF)"
"264","Kbk.3m.TCF",17,"stage2_DAM2",0.457865124751496,"Kbk","Kbk.3m
(TCF)"
"265","Kbk.3m.TCF",18,"homeostatic3",2.8522176672974,"Kbk","Kbk.3m
(TCF)"
"266","Kbk.3m.TCF",18,"stage1_DAM1",1.54433657772557,"Kbk","Kbk.3m
(TCF)"
"267","Kbk.3m.TCF",18,"stage2_DAM2",0.485810261490281,"Kbk","Kbk.3m
(TCF)"
"268","Kbk.3m.TCF",19,"homeostatic3",2.87274002084418,"Kbk","Kbk.3m
(TCF)"
"269","Kbk.3m.TCF",19,"stage1_DAM1",1.53632975488758,"Kbk","Kbk.3m
(TCF)"
"270","Kbk.3m.TCF",19,"stage2_DAM2",0.507482285644578,"Kbk","Kbk.3m
(TCF)"
"271","Kbk.3m.TCF",20,"homeostatic3",2.89911723987986,"Kbk","Kbk.3m
(TCF)"
"272","Kbk.3m.TCF",20,"stage1_DAM1",1.63779241108849,"Kbk","Kbk.3m
(TCF)"
"273","Kbk.3m.TCF",20,"stage2_DAM2",0.56474542940404,"Kbk","Kbk.3m
(TCF)"
"274","Kbk.3m.TCF",21,"homeostatic3",2.85051744056942,"Kbk","Kbk.3m
(TCF)"
"275","Kbk.3m.TCF",21,"stage1_DAM1",1.65715136939673,"Kbk","Kbk.3m
(TCF)"
"276","Kbk.3m.TCF",21,"stage2_DAM2",0.524792980259587,"Kbk","Kbk.3m
(TCF)"
"277","Kbk.3m.TCF",22,"homeostatic3",2.86324233642561,"Kbk","Kbk.3m
(TCF)"
"278","Kbk.3m.TCF",22,"stage1_DAM1",1.78318356070244,"Kbk","Kbk.3m
(TCF)"
"279","Kbk.3m.TCF",22,"stage2_DAM2",0.590574207168388,"Kbk","Kbk.3m
(TCF)"
"280","Kbk.3m.TCF",23,"homeostatic3",2.91274871780702,"Kbk","Kbk.3m
(TCF)"
"281","Kbk.3m.TCF",23,"stage1_DAM1",1.54532432030784,"Kbk","Kbk.3m
(TCF)"
"282","Kbk.3m.TCF",23,"stage2_DAM2",0.505549458410895,"Kbk","Kbk.3m
(TCF)"
"283","Kbk.3m.TCF",24,"homeostatic3",2.41087853938306,"Kbk","Kbk.3m
(TCF)"
"284","Kbk.3m.TCF",24,"stage1_DAM1",1.78449138855987,"Kbk","Kbk.3m
(TCF)"
"285","Kbk.3m.TCF",24,"stage2_DAM2",0.340855844444163,"Kbk","Kbk.3m
(TCF)"
"286","Kbk.3m.TCF",25,"homeostatic3",2.92125655242245,"Kbk","Kbk.3m
(TCF)"
"287","Kbk.3m.TCF",25,"stage1_DAM1",1.94602523331859,"Kbk","Kbk.3m
(TCF)"
"288","Kbk.3m.TCF",25,"stage2_DAM2",0.653969225294909,"Kbk","Kbk.3m
(TCF)"
"289","Kbk.3m.Un",1,"homeostatic3",2.9356274912307,"Kbk","Kbk.3m
(Un)"
"290","Kbk.3m.Un",1,"stage1_DAM1",1.84902669714374,"Kbk","Kbk.3m
(Un)"
"291","Kbk.3m.Un",1,"stage2_DAM2",0.582417685335647,"Kbk","Kbk.3m
(Un)"
"292","Kbk.3m.Un",2,"homeostatic3",2.9511377764227,"Kbk","Kbk.3m
(Un)"
"293","Kbk.3m.Un",2,"stage1_DAM1",1.56114656714043,"Kbk","Kbk.3m
(Un)"
"294","Kbk.3m.Un",2,"stage2_DAM2",0.585034737162078,"Kbk","Kbk.3m
(Un)"
"295","Kbk.3m.Un",3,"homeostatic3",2.99845801224616,"Kbk","Kbk.3m
(Un)"
"296","Kbk.3m.Un",3,"stage1_DAM1",1.59093757399698,"Kbk","Kbk.3m
(Un)"
"297","Kbk.3m.Un",3,"stage2_DAM2",0.542487553814584,"Kbk","Kbk.3m
(Un)"
"298","Kbk.3m.Un",4,"homeostatic3",2.9618442177632,"Kbk","Kbk.3m
(Un)"
"299","Kbk.3m.Un",4,"stage1_DAM1",1.62446511577591,"Kbk","Kbk.3m
(Un)"
"300","Kbk.3m.Un",4,"stage2_DAM2",0.509606895473794,"Kbk","Kbk.3m
(Un)"
"301","Kbk.3m.Un",6,"homeostatic3",3.16563498371823,"Kbk","Kbk.3m
(Un)"
"302","Kbk.3m.Un",6,"stage1_DAM1",1.79254530667499,"Kbk","Kbk.3m
(Un)"
"303","Kbk.3m.Un",6,"stage2_DAM2",0.793811315196448,"Kbk","Kbk.3m
(Un)"
"304","Kbk.3m.Un",7,"homeostatic3",3.01794630920308,"Kbk","Kbk.3m
(Un)"
"305","Kbk.3m.Un",7,"stage1_DAM1",1.61640507446566,"Kbk","Kbk.3m
(Un)"
"306","Kbk.3m.Un",7,"stage2_DAM2",0.58972403106221,"Kbk","Kbk.3m
(Un)"
"307","Kbk.3m.Un",9,"homeostatic3",2.93731836046375,"Kbk","Kbk.3m
(Un)"
"308","Kbk.3m.Un",9,"stage1_DAM1",1.60751930313629,"Kbk","Kbk.3m
(Un)"
"309","Kbk.3m.Un",9,"stage2_DAM2",0.535093990630243,"Kbk","Kbk.3m
(Un)"
"310","Kbk.3m.Un",10,"homeostatic3",2.94583816062164,"Kbk","Kbk.3m
(Un)"
"311","Kbk.3m.Un",10,"stage1_DAM1",1.4833542156988,"Kbk","Kbk.3m
(Un)"
"312","Kbk.3m.Un",10,"stage2_DAM2",0.474387620811774,"Kbk","Kbk.3m
(Un)"
"313","Kbk.3m.Un",11,"homeostatic3",2.90115257307992,"Kbk","Kbk.3m
(Un)"
"314","Kbk.3m.Un",11,"stage1_DAM1",1.49344172517507,"Kbk","Kbk.3m
(Un)"
"315","Kbk.3m.Un",11,"stage2_DAM2",0.465528875956291,"Kbk","Kbk.3m
(Un)"
"316","Kbk.3m.Un",12,"homeostatic3",2.85672259847143,"Kbk","Kbk.3m
(Un)"
"317","Kbk.3m.Un",12,"stage1_DAM1",1.57226306915384,"Kbk","Kbk.3m
(Un)"
"318","Kbk.3m.Un",12,"stage2_DAM2",0.529624066359056,"Kbk","Kbk.3m
(Un)"
"319","Kbk.3m.Un",13,"homeostatic3",2.89502875778458,"Kbk","Kbk.3m
(Un)"
"320","Kbk.3m.Un",13,"stage1_DAM1",1.51938374227443,"Kbk","Kbk.3m
(Un)"
"321","Kbk.3m.Un",13,"stage2_DAM2",0.482736932265104,"Kbk","Kbk.3m
(Un)"
"322","Kbk.3m.Un",14,"homeostatic3",2.9001374168464,"Kbk","Kbk.3m
(Un)"
"323","Kbk.3m.Un",14,"stage1_DAM1",1.50981134020776,"Kbk","Kbk.3m
(Un)"
"324","Kbk.3m.Un",14,"stage2_DAM2",0.48080521079833,"Kbk","Kbk.3m
(Un)"
"325","Kbk.3m.Un",15,"homeostatic3",2.9338868371045,"Kbk","Kbk.3m
(Un)"
"326","Kbk.3m.Un",15,"stage1_DAM1",1.61229044269177,"Kbk","Kbk.3m
(Un)"
"327","Kbk.3m.Un",15,"stage2_DAM2",0.529559736208349,"Kbk","Kbk.3m
(Un)"
"328","Kbk.3m.Un",16,"homeostatic3",2.86590836546061,"Kbk","Kbk.3m
(Un)"
"329","Kbk.3m.Un",16,"stage1_DAM1",1.68144237442239,"Kbk","Kbk.3m
(Un)"
"330","Kbk.3m.Un",16,"stage2_DAM2",0.549481593548916,"Kbk","Kbk.3m
(Un)"
"331","Kbk.3m.Un",17,"homeostatic3",2.86977634795576,"Kbk","Kbk.3m
(Un)"
"332","Kbk.3m.Un",17,"stage1_DAM1",1.5781052523094,"Kbk","Kbk.3m
(Un)"
"333","Kbk.3m.Un",17,"stage2_DAM2",0.513460482055691,"Kbk","Kbk.3m
(Un)"
"334","Kbk.3m.Un",18,"homeostatic3",2.88004750043574,"Kbk","Kbk.3m
(Un)"
"335","Kbk.3m.Un",18,"stage1_DAM1",1.51900684266721,"Kbk","Kbk.3m
(Un)"
"336","Kbk.3m.Un",18,"stage2_DAM2",0.487639563366927,"Kbk","Kbk.3m
(Un)"
"337","Kbk.3m.Un",19,"homeostatic3",2.91544476286693,"Kbk","Kbk.3m
(Un)"
"338","Kbk.3m.Un",19,"stage1_DAM1",1.41986110817616,"Kbk","Kbk.3m
(Un)"
"339","Kbk.3m.Un",19,"stage2_DAM2",0.503061847402181,"Kbk","Kbk.3m
(Un)"
"340","Kbk.3m.Un",20,"homeostatic3",2.9038238581936,"Kbk","Kbk.3m
(Un)"
"341","Kbk.3m.Un",20,"stage1_DAM1",1.648238028224,"Kbk","Kbk.3m
(Un)"
"342","Kbk.3m.Un",20,"stage2_DAM2",0.545746649679865,"Kbk","Kbk.3m
(Un)"
"343","Kbk.3m.Un",21,"homeostatic3",2.93194524977203,"Kbk","Kbk.3m
(Un)"
"344","Kbk.3m.Un",21,"stage1_DAM1",1.51217721329787,"Kbk","Kbk.3m
(Un)"
"345","Kbk.3m.Un",21,"stage2_DAM2",0.57892719349562,"Kbk","Kbk.3m
(Un)"
"346","Kbk.3m.Un",22,"homeostatic3",2.9493596802876,"Kbk","Kbk.3m
(Un)"
"347","Kbk.3m.Un",22,"stage1_DAM1",1.63806292583537,"Kbk","Kbk.3m
(Un)"
"348","Kbk.3m.Un",22,"stage2_DAM2",0.575699686530609,"Kbk","Kbk.3m
(Un)"
"349","Kbk.3m.Un",23,"homeostatic3",2.92338830846249,"Kbk","Kbk.3m
(Un)"
"350","Kbk.3m.Un",23,"stage1_DAM1",1.61664083086523,"Kbk","Kbk.3m
(Un)"
"351","Kbk.3m.Un",23,"stage2_DAM2",0.541892022458481,"Kbk","Kbk.3m
(Un)"
"352","Kbk.3m.Un",24,"homeostatic3",2.67794712983654,"Kbk","Kbk.3m
(Un)"
"353","Kbk.3m.Un",24,"stage1_DAM1",1.80259286191144,"Kbk","Kbk.3m
(Un)"
"354","Kbk.3m.Un",24,"stage2_DAM2",0.461173699540166,"Kbk","Kbk.3m
(Un)"
"355","Kbk.3m.Un",25,"homeostatic3",2.96165220619475,"Kbk","Kbk.3m
(Un)"
"356","Kbk.3m.Un",25,"stage1_DAM1",2.0981915670288,"Kbk","Kbk.3m
(Un)"
"357","Kbk.3m.Un",25,"stage2_DAM2",0.798926548183341,"Kbk","Kbk.3m
(Un)"
"358","WT.1m.Un",1,"homeostatic3",2.9066793881071,"WT","WT.1m
(Un)"
"359","WT.1m.Un",1,"stage1_DAM1",1.6923455925511,"WT","WT.1m
(Un)"
"360","WT.1m.Un",1,"stage2_DAM2",0.456830694496108,"WT","WT.1m
(Un)"
"361","WT.1m.Un",2,"homeostatic3",2.9600821299785,"WT","WT.1m
(Un)"
"362","WT.1m.Un",2,"stage1_DAM1",1.76587791930071,"WT","WT.1m
(Un)"
"363","WT.1m.Un",2,"stage2_DAM2",0.574672822394541,"WT","WT.1m
(Un)"
"364","WT.1m.Un",3,"homeostatic3",2.97427948064303,"WT","WT.1m
(Un)"
"365","WT.1m.Un",3,"stage1_DAM1",1.66484843537292,"WT","WT.1m
(Un)"
"366","WT.1m.Un",3,"stage2_DAM2",0.347333368109872,"WT","WT.1m
(Un)"
"367","WT.1m.Un",4,"homeostatic3",2.87747662139703,"WT","WT.1m
(Un)"
"368","WT.1m.Un",4,"stage1_DAM1",1.76050309239061,"WT","WT.1m
(Un)"
"369","WT.1m.Un",4,"stage2_DAM2",0.438899517199409,"WT","WT.1m
(Un)"
"370","WT.1m.Un",6,"homeostatic3",3.10138046678922,"WT","WT.1m
(Un)"
"371","WT.1m.Un",6,"stage1_DAM1",1.87752285937399,"WT","WT.1m
(Un)"
"372","WT.1m.Un",6,"stage2_DAM2",0.683981262862064,"WT","WT.1m
(Un)"
"373","WT.1m.Un",7,"homeostatic3",2.83131022483023,"WT","WT.1m
(Un)"
"374","WT.1m.Un",7,"stage1_DAM1",1.8338570393344,"WT","WT.1m
(Un)"
"375","WT.1m.Un",7,"stage2_DAM2",0.410987374496892,"WT","WT.1m
(Un)"
"376","WT.1m.Un",8,"homeostatic3",2.75041897222855,"WT","WT.1m
(Un)"
"377","WT.1m.Un",8,"stage1_DAM1",1.7112411320829,"WT","WT.1m
(Un)"
"378","WT.1m.Un",8,"stage2_DAM2",0.343355793814757,"WT","WT.1m
(Un)"
"379","WT.1m.Un",9,"homeostatic3",2.77696396087515,"WT","WT.1m
(Un)"
"380","WT.1m.Un",9,"stage1_DAM1",1.64044531741478,"WT","WT.1m
(Un)"
"381","WT.1m.Un",9,"stage2_DAM2",0.328852742966899,"WT","WT.1m
(Un)"
"382","WT.1m.Un",10,"homeostatic3",2.77079973050006,"WT","WT.1m
(Un)"
"383","WT.1m.Un",10,"stage1_DAM1",1.47934675892029,"WT","WT.1m
(Un)"
"384","WT.1m.Un",10,"stage2_DAM2",0.429935490856692,"WT","WT.1m
(Un)"
"385","WT.1m.Un",11,"homeostatic3",2.93592350384106,"WT","WT.1m
(Un)"
"386","WT.1m.Un",11,"stage1_DAM1",1.6123711783465,"WT","WT.1m
(Un)"
"387","WT.1m.Un",11,"stage2_DAM2",0.474394835175991,"WT","WT.1m
(Un)"
"388","WT.1m.Un",12,"homeostatic3",3.00624621223331,"WT","WT.1m
(Un)"
"389","WT.1m.Un",12,"stage1_DAM1",1.77995559271411,"WT","WT.1m
(Un)"
"390","WT.1m.Un",12,"stage2_DAM2",0.536236792483473,"WT","WT.1m
(Un)"
"391","WT.1m.Un",13,"homeostatic3",2.90573810093987,"WT","WT.1m
(Un)"
"392","WT.1m.Un",13,"stage1_DAM1",1.35051118241174,"WT","WT.1m
(Un)"
"393","WT.1m.Un",13,"stage2_DAM2",0.463182049018933,"WT","WT.1m
(Un)"
"394","WT.1m.Un",14,"homeostatic3",2.9285598489594,"WT","WT.1m
(Un)"
"395","WT.1m.Un",14,"stage1_DAM1",1.70215697984068,"WT","WT.1m
(Un)"
"396","WT.1m.Un",14,"stage2_DAM2",0.536704155716862,"WT","WT.1m
(Un)"
"397","WT.1m.Un",15,"homeostatic3",2.83910560867505,"WT","WT.1m
(Un)"
"398","WT.1m.Un",15,"stage1_DAM1",1.78619240375145,"WT","WT.1m
(Un)"
"399","WT.1m.Un",15,"stage2_DAM2",0.477056276728469,"WT","WT.1m
(Un)"
"400","WT.1m.Un",16,"homeostatic3",2.8596697831371,"WT","WT.1m
(Un)"
"401","WT.1m.Un",16,"stage1_DAM1",1.77570891647054,"WT","WT.1m
(Un)"
"402","WT.1m.Un",16,"stage2_DAM2",0.506259197667681,"WT","WT.1m
(Un)"
"403","WT.1m.Un",17,"homeostatic3",2.84629528980094,"WT","WT.1m
(Un)"
"404","WT.1m.Un",17,"stage1_DAM1",1.72190882577243,"WT","WT.1m
(Un)"
"405","WT.1m.Un",17,"stage2_DAM2",0.48425915468089,"WT","WT.1m
(Un)"
"406","WT.1m.Un",18,"homeostatic3",2.85521010566227,"WT","WT.1m
(Un)"
"407","WT.1m.Un",18,"stage1_DAM1",1.53954385366757,"WT","WT.1m
(Un)"
"408","WT.1m.Un",18,"stage2_DAM2",0.468877146025563,"WT","WT.1m
(Un)"
"409","WT.1m.Un",19,"homeostatic3",2.89394791439334,"WT","WT.1m
(Un)"
"410","WT.1m.Un",19,"stage1_DAM1",1.50989388204572,"WT","WT.1m
(Un)"
"411","WT.1m.Un",19,"stage2_DAM2",0.490236014921789,"WT","WT.1m
(Un)"
"412","WT.1m.Un",20,"homeostatic3",2.87926422245887,"WT","WT.1m
(Un)"
"413","WT.1m.Un",20,"stage1_DAM1",1.60523949837855,"WT","WT.1m
(Un)"
"414","WT.1m.Un",20,"stage2_DAM2",0.498454635596545,"WT","WT.1m
(Un)"
"415","WT.1m.Un",21,"homeostatic3",2.85099450076731,"WT","WT.1m
(Un)"
"416","WT.1m.Un",21,"stage1_DAM1",1.57521368362153,"WT","WT.1m
(Un)"
"417","WT.1m.Un",21,"stage2_DAM2",0.486917821715575,"WT","WT.1m
(Un)"
"418","WT.1m.Un",22,"homeostatic3",2.89261158332797,"WT","WT.1m
(Un)"
"419","WT.1m.Un",22,"stage1_DAM1",1.63340758923998,"WT","WT.1m
(Un)"
"420","WT.1m.Un",22,"stage2_DAM2",0.547048321632051,"WT","WT.1m
(Un)"
"421","WT.1m.Un",23,"homeostatic3",2.88822337802428,"WT","WT.1m
(Un)"
"422","WT.1m.Un",23,"stage1_DAM1",1.71179053790938,"WT","WT.1m
(Un)"
"423","WT.1m.Un",23,"stage2_DAM2",0.523708699039302,"WT","WT.1m
(Un)"
"424","WT.1m.Un",24,"homeostatic3",2.8083491645271,"WT","WT.1m
(Un)"
"425","WT.1m.Un",24,"stage1_DAM1",1.75145461804839,"WT","WT.1m
(Un)"
"426","WT.1m.Un",24,"stage2_DAM2",0.495287521816761,"WT","WT.1m
(Un)"
"427","WT.1m.Un",25,"homeostatic3",2.91148283374122,"WT","WT.1m
(Un)"
"428","WT.1m.Un",25,"stage1_DAM1",2.06845974988393,"WT","WT.1m
(Un)"
"429","WT.1m.Un",25,"stage2_DAM2",0.690793429978225,"WT","WT.1m
(Un)"
"430","WT.3m.DCF",1,"homeostatic3",2.94876551442214,"WT","WT.3m
(HPBCD)"
"431","WT.3m.DCF",1,"stage1_DAM1",1.9506635659155,"WT","WT.3m
(HPBCD)"
"432","WT.3m.DCF",1,"stage2_DAM2",0.634599271906115,"WT","WT.3m
(HPBCD)"
"433","WT.3m.DCF",2,"homeostatic3",3.1008971589978,"WT","WT.3m
(HPBCD)"
"434","WT.3m.DCF",2,"stage1_DAM1",1.57363871077295,"WT","WT.3m
(HPBCD)"
"435","WT.3m.DCF",2,"stage2_DAM2",0.613795019306935,"WT","WT.3m
(HPBCD)"
"436","WT.3m.DCF",4,"homeostatic3",3.04649329339828,"WT","WT.3m
(HPBCD)"
"437","WT.3m.DCF",4,"stage1_DAM1",1.41647148186666,"WT","WT.3m
(HPBCD)"
"438","WT.3m.DCF",4,"stage2_DAM2",0.632796837907571,"WT","WT.3m
(HPBCD)"
"439","WT.3m.DCF",6,"homeostatic3",3.11204126161599,"WT","WT.3m
(HPBCD)"
"440","WT.3m.DCF",6,"stage1_DAM1",1.56212371212365,"WT","WT.3m
(HPBCD)"
"441","WT.3m.DCF",6,"stage2_DAM2",0.705374758581041,"WT","WT.3m
(HPBCD)"
"442","WT.3m.DCF",9,"homeostatic3",2.97249195084517,"WT","WT.3m
(HPBCD)"
"443","WT.3m.DCF",9,"stage1_DAM1",1.62661736046412,"WT","WT.3m
(HPBCD)"
"444","WT.3m.DCF",9,"stage2_DAM2",0.387938137780283,"WT","WT.3m
(HPBCD)"
"445","WT.3m.DCF",11,"homeostatic3",3.00563762840195,"WT","WT.3m
(HPBCD)"
"446","WT.3m.DCF",11,"stage1_DAM1",1.70796712947985,"WT","WT.3m
(HPBCD)"
"447","WT.3m.DCF",11,"stage2_DAM2",0.536933995637446,"WT","WT.3m
(HPBCD)"
"448","WT.3m.DCF",12,"homeostatic3",2.68350136330224,"WT","WT.3m
(HPBCD)"
"449","WT.3m.DCF",12,"stage1_DAM1",1.68337674602055,"WT","WT.3m
(HPBCD)"
"450","WT.3m.DCF",12,"stage2_DAM2",0.532461252243948,"WT","WT.3m
(HPBCD)"
"451","WT.3m.DCF",14,"homeostatic3",2.93692513087423,"WT","WT.3m
(HPBCD)"
"452","WT.3m.DCF",14,"stage1_DAM1",1.53142108891816,"WT","WT.3m
(HPBCD)"
"453","WT.3m.DCF",14,"stage2_DAM2",0.471376186586816,"WT","WT.3m
(HPBCD)"
"454","WT.3m.DCF",15,"homeostatic3",2.93496168520445,"WT","WT.3m
(HPBCD)"
"455","WT.3m.DCF",15,"stage1_DAM1",1.78759162486175,"WT","WT.3m
(HPBCD)"
"456","WT.3m.DCF",15,"stage2_DAM2",0.573334867362839,"WT","WT.3m
(HPBCD)"
"457","WT.3m.DCF",16,"homeostatic3",2.85172249476851,"WT","WT.3m
(HPBCD)"
"458","WT.3m.DCF",16,"stage1_DAM1",1.79702527992885,"WT","WT.3m
(HPBCD)"
"459","WT.3m.DCF",16,"stage2_DAM2",0.562053109422191,"WT","WT.3m
(HPBCD)"
"460","WT.3m.DCF",17,"homeostatic3",2.85761128334629,"WT","WT.3m
(HPBCD)"
"461","WT.3m.DCF",17,"stage1_DAM1",1.67670388285782,"WT","WT.3m
(HPBCD)"
"462","WT.3m.DCF",17,"stage2_DAM2",0.51627588453175,"WT","WT.3m
(HPBCD)"
"463","WT.3m.DCF",18,"homeostatic3",2.88840007953818,"WT","WT.3m
(HPBCD)"
"464","WT.3m.DCF",18,"stage1_DAM1",1.58780562157171,"WT","WT.3m
(HPBCD)"
"465","WT.3m.DCF",18,"stage2_DAM2",0.517185648074846,"WT","WT.3m
(HPBCD)"
"466","WT.3m.DCF",19,"homeostatic3",2.89966690395518,"WT","WT.3m
(HPBCD)"
"467","WT.3m.DCF",19,"stage1_DAM1",1.4772251590181,"WT","WT.3m
(HPBCD)"
"468","WT.3m.DCF",19,"stage2_DAM2",0.511655953265361,"WT","WT.3m
(HPBCD)"
"469","WT.3m.DCF",20,"homeostatic3",2.85064932219957,"WT","WT.3m
(HPBCD)"
"470","WT.3m.DCF",20,"stage1_DAM1",1.54733523116493,"WT","WT.3m
(HPBCD)"
"471","WT.3m.DCF",20,"stage2_DAM2",0.521782528290652,"WT","WT.3m
(HPBCD)"
"472","WT.3m.DCF",21,"homeostatic3",2.86879629156376,"WT","WT.3m
(HPBCD)"
"473","WT.3m.DCF",21,"stage1_DAM1",1.52207021839303,"WT","WT.3m
(HPBCD)"
"474","WT.3m.DCF",21,"stage2_DAM2",0.522969194933083,"WT","WT.3m
(HPBCD)"
"475","WT.3m.DCF",22,"homeostatic3",2.91299951088997,"WT","WT.3m
(HPBCD)"
"476","WT.3m.DCF",22,"stage1_DAM1",1.58959342911254,"WT","WT.3m
(HPBCD)"
"477","WT.3m.DCF",22,"stage2_DAM2",0.561049454606831,"WT","WT.3m
(HPBCD)"
"478","WT.3m.DCF",23,"homeostatic3",2.89167748790516,"WT","WT.3m
(HPBCD)"
"479","WT.3m.DCF",23,"stage1_DAM1",1.54486691022597,"WT","WT.3m
(HPBCD)"
"480","WT.3m.DCF",23,"stage2_DAM2",0.524203546658732,"WT","WT.3m
(HPBCD)"
"481","WT.3m.DCF",24,"homeostatic3",2.97654014286375,"WT","WT.3m
(HPBCD)"
"482","WT.3m.DCF",24,"stage1_DAM1",1.71934460922523,"WT","WT.3m
(HPBCD)"
"483","WT.3m.DCF",24,"stage2_DAM2",0.566762809033376,"WT","WT.3m
(HPBCD)"
"484","WT.3m.DCF",25,"homeostatic3",2.92571904687195,"WT","WT.3m
(HPBCD)"
"485","WT.3m.DCF",25,"stage1_DAM1",1.84286323049137,"WT","WT.3m
(HPBCD)"
"486","WT.3m.DCF",25,"stage2_DAM2",0.712722220450453,"WT","WT.3m
(HPBCD)"
"487","WT.3m.DMSO_PEG",1,"homeostatic3",3.0267258387099,"WT","WT.3m
(PEG)"
"488","WT.3m.DMSO_PEG",1,"stage1_DAM1",1.52853398583053,"WT","WT.3m
(PEG)"
"489","WT.3m.DMSO_PEG",1,"stage2_DAM2",0.586680032093655,"WT","WT.3m
(PEG)"
"490","WT.3m.DMSO_PEG",2,"homeostatic3",3.03220285285735,"WT","WT.3m
(PEG)"
"491","WT.3m.DMSO_PEG",2,"stage1_DAM1",1.59791347994833,"WT","WT.3m
(PEG)"
"492","WT.3m.DMSO_PEG",2,"stage2_DAM2",0.66736468628412,"WT","WT.3m
(PEG)"
"493","WT.3m.DMSO_PEG",4,"homeostatic3",2.80271847415258,"WT","WT.3m
(PEG)"
"494","WT.3m.DMSO_PEG",4,"stage1_DAM1",1.82997749854085,"WT","WT.3m
(PEG)"
"495","WT.3m.DMSO_PEG",4,"stage2_DAM2",0.537439584023319,"WT","WT.3m
(PEG)"
"496","WT.3m.DMSO_PEG",6,"homeostatic3",3.12923031169382,"WT","WT.3m
(PEG)"
"497","WT.3m.DMSO_PEG",6,"stage1_DAM1",1.73570847075733,"WT","WT.3m
(PEG)"
"498","WT.3m.DMSO_PEG",6,"stage2_DAM2",0.67598310896223,"WT","WT.3m
(PEG)"
"499","WT.3m.DMSO_PEG",11,"homeostatic3",2.95252761767549,"WT","WT.3m
(PEG)"
"500","WT.3m.DMSO_PEG",11,"stage1_DAM1",1.55873246943741,"WT","WT.3m
(PEG)"
"501","WT.3m.DMSO_PEG",11,"stage2_DAM2",0.51394467712187,"WT","WT.3m
(PEG)"
