"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"Igf2",24.108603426442,1.25774357107362,0.449119653417496,2.80046433395432,0.00510291461171525,0.99951024492733,"Igf2"
"Ascl2",2.37347868907399,2.53809498972933,1.27741553338589,1.98689848635386,0.0469336474095726,0.99951024492733,"Ascl2"
"Kcnq1ot1",178.954357597578,0.396576130245539,0.154823308446566,2.56147562162715,0.0104228555932429,0.99951024492733,"Kcnq1ot1"
"Ccnd1",253.55799891339,-0.344527143386486,0.17215495267663,-2.00126187501346,0.0453641760274198,0.99951024492733,"Ccnd1"
"Ctxn1",5.80502013417836,1.7535645048322,0.838102402651445,2.09230339787187,0.036411383955896,0.99951024492733,"Ctxn1"
"Cers4",6.41127105963822,2.4844848742947,0.836085439527454,2.97156816377391,0.00296283095993744,0.99951024492733,"Cers4"
"4833411C07Rik",12.8397961586883,1.32017237461939,0.533124676364785,2.47629200663013,0.0132754951123569,0.99951024492733,"4833411C07Rik"
"Cdc16",38.5439331357285,-0.629725402288851,0.280599186828269,-2.24421677556126,0.0248184571950569,0.99951024492733,"Cdc16"
"Arhgef10",5.28565876805383,1.97109821417292,0.908009698496592,2.17078982464229,0.0299470634666463,0.99951024492733,"Arhgef10"
"Rbpms",23.8005582291833,0.8461489337281,0.378164502304546,2.23751549543028,0.0252526677234273,0.99951024492733,"Rbpms"
"Tusc3",48.7437659669815,0.520546776296013,0.258102431894864,2.01682243934863,0.0437140463608776,0.99951024492733,"Tusc3"
"Sorbs2",3.80905675579659,2.77165915962027,1.141084940898,2.42896830926457,0.0151418557981452,0.99951024492733,"Sorbs2"
"Ufsp2",134.477460595453,-0.468199716754023,0.18165642055128,-2.57739151378827,0.00995491247776675,0.99951024492733,"Ufsp2"
"Dctd",5.07219410255599,-1.5172096267673,0.761998651056198,-1.99109227380431,0.0464707437131247,0.99951024492733,"Dctd"
"Spcs3",154.540790200861,-0.47207714323573,0.165647227880388,-2.84989461807722,0.00437337165810764,0.99951024492733,"Spcs3"
"Galnt7",60.3647633351543,-0.563432197610657,0.272996289062189,-2.06388225842259,0.0390288812823491,0.99951024492733,"Galnt7"
"AW046200",5.31464222883804,-2.12915214124057,0.862601852691973,-2.46829071210083,0.0135760013842307,0.99951024492733,"AW046200"
"Cpe",57.8982635283234,1.53830991198372,0.557770026689429,2.75796446272696,0.00581625205895499,0.99951024492733,"Cpe"
"Lpl",80.9375334906228,-0.511268253377471,0.230247091806787,-2.22051991782161,0.026383495160746,0.99951024492733,"Lpl"
"Lrrc25",103.752912674327,0.434250808516715,0.201118545267307,2.15917834896603,0.0308363330946693,0.99951024492733,"Lrrc25"
"Klf2",24.1897098690204,1.14257943650823,0.416862776285718,2.74090060688245,0.00612710390072834,0.99951024492733,"Klf2"
"Adcy7",95.7805540114717,0.454029515926976,0.217281129633254,2.08959478760685,0.0366542151649289,0.99951024492733,"Adcy7"
"Gnao1",10.9580311017992,1.81649881551968,0.676217793110311,2.68626296738595,0.00722561957978983,0.99951024492733,"Gnao1"
"Mt3",138.724211446007,0.675431523804226,0.209703844626125,3.22088288370885,0.00127796360190085,0.933998500122917,"Mt3"
"Mt2",16.4925464046271,2.12414282783751,0.56808843154217,3.73910593826241,0.00018467589437584,0.427778624834836,"Mt2"
"E2f4",54.8368976150135,-0.554178599755899,0.238943578703781,-2.31928643055487,0.0203795106985098,0.99951024492733,"E2f4"
"Vat1l",10.4694053362312,1.41800689807662,0.60164935364824,2.35686598760259,0.0184298965768021,0.99951024492733,"Vat1l"
"Zc3h18",77.3279244852408,0.427621849211642,0.207478190200158,2.06104482017656,0.0392987643308416,0.99951024492733,"Zc3h18"
"Ankrd11",332.340239101052,0.456397388101709,0.127385147291577,3.58281477711873,0.000339911635307055,0.511012949183516,"Ankrd11"
"Zfp276",22.7470789875237,0.783985231945724,0.380850458081112,2.05851198366881,0.0395410121103551,0.99951024492733,"Zfp276"
"Ankrd49",52.6518069865684,-0.505175411576777,0.252132702645148,-2.00360923544202,0.0451119357750124,0.99951024492733,"Ankrd49"
"Bbs9",59.7778078934542,-0.697170343017778,0.223635760960893,-3.11743676423778,0.00182431078883048,0.994303036112283,"Bbs9"
"Stt3a",149.388430279703,-0.370431255588202,0.156349658295102,-2.3692488978072,0.0178242538288617,0.99951024492733,"Stt3a"
"Fez1",15.4639195274026,1.16608174563857,0.491616747706127,2.3719325085638,0.0176953227026377,0.99951024492733,"Fez1"
"Hepacam",5.32505583370715,2.1169466193883,0.938017379971237,2.2568309122942,0.0240186423659418,0.99951024492733,"Hepacam"
"Esam",2.73645422467085,3.50401746775438,1.30009666622831,2.6951976408953,0.0070346890766111,0.99951024492733,"Esam"
"Nrgn",15.0259046254885,0.9887440620515,0.497232834079964,1.98849310480669,0.0467571808411843,0.99951024492733,"Nrgn"
"Mir100hg",6.39449495851958,1.72523970220831,0.817589365842645,2.11015428317148,0.0348450688825522,0.99951024492733,"Mir100hg"
"Phldb1",14.8402741166905,1.02193524319406,0.461832569259511,2.21278296771621,0.0269126120894765,0.99951024492733,"Phldb1"
"Tagln",4.12212873238076,2.44773522017901,1.02934763809702,2.37794806106924,0.0174092779018833,0.99951024492733,"Tagln"
"Rdx",372.926021926452,-0.302709972320144,0.124090000363923,-2.43943888655312,0.0147100905609928,0.99951024492733,"Rdx"
"Acsbg1",3.10203920453259,2.95544433763023,1.3701793282911,2.15697629982222,0.0310075111291307,0.99951024492733,"Acsbg1"
"Tspan3",243.691435612056,0.339735100057197,0.150711548137393,2.25420748612763,0.0241831180644881,0.99951024492733,"Tspan3"
"Rbpms2",1.59935621008749,3.52886136827326,1.62976958504756,2.1652517022339,0.0303684148678203,0.99951024492733,"Rbpms2"
"Tpm1",45.3714781669284,0.613173465320513,0.277432500100923,2.21017171779606,0.0270932470164264,0.99951024492733,"Tpm1"
"Cgnl1",7.36805809742613,1.57473503450446,0.711132339415782,2.21440503718078,0.0268009287063802,0.99951024492733,"Cgnl1"
"Scg3",7.04555914193248,1.53531752023697,0.765472085599148,2.00571327043919,0.0448868485391516,0.99951024492733,"Scg3"
"Snap91",3.38795449060741,2.16154187503798,1.09094215683222,1.98135332978098,0.0475516636502548,0.99951024492733,"Snap91"
"Bcl2a1b",327.122665974334,-0.440127586377726,0.138469982801583,-3.17850538775898,0.00148036466833084,0.933998500122917,"Bcl2a1b"
"Mthfs",75.6982458222004,-0.542770875235569,0.249522063662591,-2.17524200973873,0.0296119856073027,0.99951024492733,"Mthfs"
"Morf4l1",842.401366560503,-0.324110179027274,0.127013991397318,-2.55176752940085,0.010717800480101,0.99951024492733,"Morf4l1"
"Pcolce2",3.74270035075894,2.80983083882295,1.17545795397518,2.39041373561736,0.0168294021797664,0.99951024492733,"Pcolce2"
"Pcbp4",8.23951222283111,1.77101585444719,0.685556001609953,2.58332776649632,0.00978523110931317,0.99951024492733,"Pcbp4"
"Amt",4.35705988457866,2.0759627264196,0.954492288458198,2.17493923368718,0.0296346703480281,0.99951024492733,"Amt"
"Plxnb1",4.69797919739736,3.06104875995277,1.11035617997657,2.75681697022423,0.0058367012154884,0.99951024492733,"Plxnb1"
"Golga4",127.082016667926,0.428614219344702,0.188690366743975,2.27152147054899,0.0231154287294008,0.99951024492733,"Golga4"
"Mobp",70.2173000409518,1.57004312204245,0.312374956791271,5.02614914514914,5.00426750778701e-07,0.00463670405934005,"Mobp"
"Nktr",279.364068601069,0.33512647477771,0.137561839153726,2.4361878035318,0.0148429759910341,0.99951024492733,"Nktr"
"1110059G10Rik",78.8496085844957,-0.478800502329833,0.224217763521411,-2.13542626957882,0.0327262067916859,0.99951024492733,"1110059G10Rik"
"Syne1",7.87707830074749,3.01013711491325,0.940378304274908,3.20098528563381,0.00136958525932299,0.933998500122917,"Syne1"
"Rab32",70.4374534232108,-0.694115700027642,0.249310778993636,-2.78413834664309,0.00536701364887895,0.99951024492733,"Rab32"
"Plagl1",1.58952374654973,3.54458639828762,1.57544887648042,2.24988982581668,0.0244559399574374,0.99951024492733,"Plagl1"
"Cited2",72.4449937285058,-0.482448600076807,0.213308242359227,-2.26174382546515,0.0237132353314543,0.99951024492733,"Cited2"
"Abracl",154.454688272501,-0.3293356380225,0.164100940246581,-2.00690890331058,0.0447593636727627,0.99951024492733,"Abracl"
"Soga3",3.78386163681234,3.05338292296914,1.17547546365243,2.59757265666923,0.00938852556043651,0.99951024492733,"Soga3"
"Cd24a",3.32549356566377,3.09132218869697,1.1752332008891,2.63039045047255,0.00852868521115835,0.99951024492733,"Cd24a"
"Spock2",10.2853817202708,1.37987420874673,0.57875911404089,2.38419434834031,0.017116560183234,0.99951024492733,"Spock2"
